Year,Month,Day,Hour,DA,ID,Diff,Hour_Sin,Hour_Cos,Day_Sin,Day_Cos,Month_Sin,Month_Cos,Year_Scaled,Gas_Price
2023,1.0,1.0,1.0,0.0,0.14,-0.14,0.25881904510252074,0.9659258262890683,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,2.0,0.0,0.13,-0.13,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,3.0,0.0,0.12,-0.12,0.7071067811865475,0.7071067811865476,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,4.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,5.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,6.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,7.0,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252063,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,8.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,9.0,0.0,0.0,0.0,0.7071067811865476,-0.7071067811865475,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,10.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,11.0,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,12.0,0.0,0.05,-0.05,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,13.0,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,14.0,0.1,2.49,-2.39,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,15.0,0.1,2.5,-2.4,-0.7071067811865471,-0.7071067811865479,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,16.0,0.01,0.0,0.01,-0.8660254037844384,-0.5000000000000004,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
2023,1.0,1.0,17.0,1.0,0.8,0.19999999999999996,-0.9659258262890683,-0.25881904510252063,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,0.6,
