"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Technical Capacity (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"C";"2023-03-19";"626.8036";"55.73";"0.03";"1315.48";"1020.6";"1124.7179";"11830.52";"20088.05"
"C";"2023-03-18";"626.5062";"55.7";"0.05";"1492.64";"1030.8";"1124.7179";"11830.73";"20087.5"
"C";"2023-03-17";"625.9414";"55.65";"-0.09";"794.56";"1803.3";"1124.7179";"11830.82";"20087.25"
"C";"2023-03-16";"626.956";"55.74";"-0.2";"398.83";"2615.8";"1124.7179";"11817.81";"20040.88"
"C";"2023-03-15";"629.1877";"55.94";"-0.26";"322.26";"3217.6";"1124.7179";"11809.79";"20012.36"
"C";"2023-03-14";"632.0824";"56.2";"-0.17";"364.8";"2177.1";"1124.7179";"11830.79";"20087.33"
"C";"2023-03-13";"633.9407";"56.36";"-0.1";"850.52";"1903";"1124.7179";"11831.06";"20086.62"
"C";"2023-03-12";"635.0198";"56.46";"-0.15";"521.2";"2132.1";"1124.7179";"11831.07";"20086.59"
"C";"2023-03-11";"636.7109";"56.61";"-0.23";"238.21";"2779.2";"1124.7179";"11830.99";"20086.81"
"C";"2023-03-10";"639.3208";"56.84";"-0.29";"230.87";"3454.3";"1124.7179";"11830.91";"20105.21"
"C";"2023-03-09";"642.6249";"57.14";"-0.37";"268.13";"4358.3";"1124.7179";"11830.49";"20068.13"
"C";"2023-03-08";"646.8191";"57.51";"-0.5";"138.31";"5798.7";"1124.7179";"11820.91";"20037.52"
"C";"2023-03-07";"652.4524";"58.01";"-0.51";"102.66";"5821.1";"1124.7179";"11829.4";"20071.01"
"C";"2023-03-06";"658.1859";"58.52";"-0.41";"92.93";"5936.4";"1124.7179";"11828.94";"20072.22"
"C";"2023-03-05";"662.7734";"58.93";"-0.55";"166.86";"3999.2";"1124.7179";"11828.69";"20072.88"
"C";"2023-03-04";"668.9794";"59.48";"-0.2";"243.54";"3620.8";"1124.7179";"11828.5";"20073.38"
"E";"2023-03-03";"671.2202";"59.68";"-0.44";"241.29";"5302.9";"1124.7179";"11828.11";"20074.41"
"C";"2023-03-02";"676.2093";"60.12";"-0.48";"161.12";"5408.9";"1124.7171";"11827.55";"20075.71"
"C";"2023-03-01";"681.5597";"60.6";"-0.42";"160.64";"5897.6";"1124.7179";"11813.38";"20039.2"
"E";"2023-02-28";"686.3222";"61.03";"-0.52";"214.28";"6098.5";"1124.6164";"11819.85";"20093.52"
"C";"2023-02-27";"692.215";"61.55";"-0.56";"165.34";"6209.2";"1124.7179";"11825.14";"20103.1"
"C";"2023-02-26";"698.504";"62.16";"-0.24";"352.45";"3569.2";"1123.7502";"11818.79";"20088.86"
"C";"2023-02-25";"701.2036";"62.4";"-0.24";"471.56";"2965.2";"1123.7502";"11816.77";"20087.77"
"C";"2023-02-24";"703.9285";"62.64";"-0.27";"451.46";"3529.1";"1123.7502";"11818.13";"20090.61"
"E";"2023-02-23";"707.0077";"62.92";"-0.27";"443.54";"3504.7";"1123.7502";"11817.88";"20091.24"
"C";"2023-02-22";"710.0861";"63.19";"-0.29";"364.24";"3619.3";"1123.7501";"11808.6";"20059.85"
"C";"2023-02-21";"713.3503";"63.48";"-0.3";"415.09";"3796";"1123.7501";"11817.56";"20092.08"
"C";"2023-02-20";"716.7556";"63.78";"-0.24";"541.25";"3244.5";"1123.7501";"11817.6";"20116.19"
"C";"2023-02-19";"719.4409";"64.02";"-0.13";"888.15";"2241.1";"1123.7501";"11817.64";"20116.08"
"C";"2023-02-18";"720.8646";"64.15";"-0.11";"1160.67";"2267.3";"1123.7501";"11817.75";"20115.78"
"C";"2023-02-17";"722.0692";"64.26";"-0.25";"609.96";"3346.7";"1123.7501";"11817.84";"20115.55"
"C";"2023-02-16";"724.8763";"64.51";"-0.34";"229.08";"3995.4";"1123.7501";"11817.72";"20115.85"
"C";"2023-02-15";"728.7353";"64.85";"-0.42";"147.48";"4785.5";"1123.7501";"11808.66";"20083.88"
"C";"2023-02-14";"733.4188";"65.27";"-0.44";"118.01";"5072.6";"1123.7501";"11817.13";"20117.43"
"C";"2023-02-13";"738.3865";"65.71";"-0.45";"204.2";"5300.5";"1123.7501";"11816.64";"20118.7"
"C";"2023-02-12";"743.4935";"66.16";"-0.36";"292.52";"4162.3";"1123.7501";"11816.33";"20119.54"
"C";"2023-02-11";"747.5334";"66.52";"-0.43";"189.46";"4970.4";"1123.7501";"11815.96";"20120.51"
"C";"2023-02-10";"752.3464";"66.95";"-0.58";"205.2";"6750";"1123.7501";"11815.61";"20129.42"
"C";"2023-02-09";"758.8946";"67.53";"-0.67";"163.9";"7704.7";"1123.7501";"11815.26";"20130.34"
"C";"2023-02-08";"766.4737";"68.21";"-0.66";"144.63";"7497.2";"1123.7501";"11805.88";"20099.22"
"C";"2023-02-07";"773.8454";"68.86";"-0.65";"172.99";"7586.4";"1123.7501";"11814.5";"20132.36"
"C";"2023-02-06";"781.1436";"69.51";"-0.53";"121.58";"7202";"1123.7501";"11814.14";"20133.3"
"C";"2023-02-05";"787.1428";"70.17";"-0.43";"322.18";"4158.2";"1121.7507";"11759.96";"20039.28"
"E";"2023-02-04";"791.9889";"70.48";"-0.31";"357.98";"3802";"1123.7501";"11813.74";"20132.36"
"E";"2023-02-03";"795.4757";"70.79";"-0.38";"233.03";"4431.3";"1123.7501";"11813.44";"20057.06"
"E";"2023-02-02";"799.7874";"71.17";"-0.45";"238.62";"5328.8";"1123.7501";"11813.04";"20055.09"
"E";"2023-02-01";"804.8753";"71.62";"-0.47";"215.59";"5392.9";"1123.7501";"11803.4";"20023.59"
"E";"2023-01-31";"810.1739";"72.1";"-0.34";"193.58";"6162.2";"1123.7501";"11812.3";"20093.65"
"E";"2023-01-30";"813.9452";"72.58";"-0.58";"118.89";"6576.2";"1121.4501";"11792.29";"20020.57"
"E";"2023-01-29";"820.4164";"73.16";"-0.53";"255.43";"5938.4";"1121.4501";"11791.98";"20021.38"
"E";"2023-01-28";"826.3147";"73.68";"-0.58";"199.59";"6661.9";"1121.4501";"11791.57";"20022.45"
"E";"2023-01-27";"832.8193";"74.26";"-0.7";"159.86";"8017.1";"1121.4501";"11778.2";"19977.02"
"E";"2023-01-26";"840.6904";"74.96";"-0.64";"178.64";"7968.7";"1121.4501";"11766.86";"19938.66"
"E";"2023-01-25";"847.8995";"75.61";"-0.68";"168.21";"7886.3";"1121.4501";"11766.51";"19939.59"
"E";"2023-01-24";"855.5187";"76.29";"-0.72";"157.13";"8303.3";"1121.45";"11766.17";"19940.48"
"E";"2023-01-23";"863.5858";"77.01";"-0.72";"133.56";"8267.7";"1121.45";"11765.83";"19941.37"
"E";"2023-01-22";"871.6349";"77.77";"-0.55";"257.53";"6377.4";"1120.746";"11760.37";"19936.92"
"E";"2023-01-21";"877.8163";"78.32";"-0.53";"264.41";"6122.7";"1120.746";"11760.07";"19937.69"
"E";"2023-01-20";"883.7173";"78.85";"-0.62";"180.59";"7066.8";"1120.746";"11760.03";"19967.81"
"E";"2023-01-19";"890.6133";"79.47";"-0.59";"123.36";"6753.5";"1120.746";"11759.7";"19968.69"
"E";"2023-01-18";"897.2544";"80.06";"-0.5";"161.52";"5758.1";"1120.746";"11759.39";"19969.5"
"E";"2023-01-17";"902.9052";"80.62";"-0.48";"172.62";"5510.7";"1119.956";"11759.11";"19970.23"
"E";"2023-01-16";"908.2574";"81.1";"-0.42";"185.85";"4763";"1119.956";"11761.92";"19981.46"
"E";"2023-01-15";"912.9805";"81.52";"-0.21";"494.71";"2734";"1119.956";"11782.89";"20056.5"
"E";"2023-01-14";"915.3039";"81.73";"-0.19";"623.42";"2701.5";"1119.956";"11782.86";"20056.58"
"E";"2023-01-13";"917.3944";"81.91";"-0.24";"401.87";"2992.1";"1119.956";"11782.79";"20056.75"
"E";"2023-01-12";"920.0537";"82.15";"-0.21";"448.46";"2775.3";"1119.956";"11782.76";"20056.84"
"E";"2023-01-11";"922.3836";"82.36";"-0.22";"445.62";"2953.2";"1119.956";"11773.74";"20024.76"
"E";"2023-01-10";"924.8934";"82.62";"-0.23";"371.04";"3065.1";"1119.4312";"11782.68";"20067.55"
"E";"2023-01-09";"927.5206";"82.86";"-0.22";"383.85";"2888.5";"1119.4312";"11782.63";"20067.68"
"E";"2023-01-08";"930.03";"83.08";"-0.07";"941.39";"1687.7";"1119.4312";"11782.63";"20067.69"
"E";"2023-01-07";"930.8104";"83.15";"-0.04";"1128.11";"1486.5";"1119.4312";"11782.62";"20067.7"
"E";"2023-01-06";"931.2802";"83.19";"-0.05";"1122.45";"1643.8";"1119.4312";"11782.63";"20067.68"
"E";"2023-01-05";"931.8386";"83.24";"-0.13";"818.52";"2141.7";"1119.4312";"11782.6";"20067.76"
"E";"2023-01-04";"933.2785";"83.37";"-0.06";"997.29";"1675.3";"1119.4212";"11773.57";"20035.7"
"E";"2023-01-03";"933.9947";"83.44";"-0.08";"1264.17";"2198.3";"1119.4212";"11782.56";"20067.86"
"E";"2023-01-02";"934.9074";"83.52";"0";"1521.14";"1436.8";"1119.4212";"11782.6";"20067.76"
"E";"2023-01-01";"934.928";"83.53";"0";"2341.98";"767.2";"1119.3095";"11781.76";"20066.18"
